text,sentiment,set
"জনাব ভাইস প্রেসিডেন্ট - বোর্ড অফ এয়ারলাইন্স রিপ্রেজেন্টেটিভ সাহেব তো হয়রানির আগে একবারও ঘোষনা দেন নাই যে, আজ থেকে অনির্দিষ্টকালের জন্য যাত্রী হয়রানি শুরু হচ্ছে!! তা লাথি মারার আগে কেন ঘোষনা দিতে হবে। আর প্রতিটি বিদেশি এয়ারলাইন্স যাত্রীসেবার প্রতিশ্রুতি দিয়েই একটা দেশে রেজিস্ট্রেশন করে, যাত্রী হয়রানি নয়। কেউ দিতে ইচ্ছুক না হলে নিজ দেশে গিয়া মাছ মারো।",disgust,train
ওদের মতো কিছু কুলাঙ্গার আমাদের বড শত্রু,angry,train
রাইট,happy,train
"মন চায় magistrate যে কয়জন আছেন বিমানবন্দর এ যাওয়া আসার সময় ওনাদেরকে যদি চিনতাম একটু ছালাম করে যেতাম, সবার দিকে তাকাই আর ভাবি উনি কি magistrate নাকী কুচক্রকারী। আশা করি এমন এক সময় আসতেছে যখন আর কুচক্রকারী কথাটা মাথায় আসবে না যদি এই magistrate team বেচে থাকে। আল্লাহ ওনাদের সহায় হোক।",fear,train
অনেক ভাল বলছেন ভাই তবে 'খুমাতে' বানান টা ভুল,surprise,train
"ব্যাটা G2G বুঝায়! অরে মোবাইল কোর্টে আইনা ভাই পিএল দেন। কত বড় বেয়াদব, অন্যায় করবে, আবার বলে তাদের আগে থেকে জানতে হবে! আমাদের ডলার কি নকল যে সাদা চাম্রা দেখলে স্যার ম্যাডাম, আর ব্রাঊন চামড়া দেখলে ইউ ব্লাডি পপোল! ২০১১ তে থাইল্যান্ড যাওয়ার সময় ইমিগ্রেশন অফিসার ফাপর নিতে নিছিলো! যেই ইংরেজীতে ২ টা লাইন বলছি, অম্নি ব্যাটা, আপনি জান।! ম্যাজিস্ট্র্যাট সাহেব, আপনাকে ধন্যবাদ দিবো না! জাস্ট এতটুক জানি, আপনি আপনার দায়িত্ব সঠিক ভাবে পালন করতেছেন। আপনি দুনিয়ার অন্যতম সুখী মানুষ! রাতে শান্তি তে খুমাতে পারেন! :)",happy,train
"উন্নত দেশে কর্মকর্তারা চুরি,চামারি,খারাপ আচরণ করেন না, তবুও তারা ভালো থাকেন,তাদের ও সংসার চলে/ আর আমাদের কর্মকর্তাদের কিছুতেই, কিছু হয় না.",sad,train
আপনাদের পেইজটিতে কমেন্টে ছবি আপলোড করার অপশনটি চালু করে দিন। অনেকের উপকারে অাসবে।,sad,train
দয়া করে নিউজটা ইউটিউবে দিবেন এবং লিংকটা পোষ্ট করবেন এই পেইজে কারণ আমার কম্পিউটারে এই নিউজের লিংকটা আসতেছে না । ধন্যবাদ ।,happy,train
তদন্ত হবে ভাই Arfan Khan,surprise,train
"এখানকার লোকাল রিপ্রেজেন্টিভ অফ বিদেশী এয়ারলাইন্স, সবচেয়ে বেশি চোর । বিমানের চেয়ে বড় চোর । তদন্ত্য করলে সব বের হয়ে আসবে । রান্না বান্না দুনিয়া ।",sad,train
"বিদেশী এয়ারলাইন্স না আসলেও ক্ষতি নেই, আমাদের দেশে বাংলাদেশ বিমান সহ সব বেসরকারি সংস্থার সেবার মান উন্নত হলে দেশ যেমন লাভবান হবে ঠিক তেমনি আমাদের দেশের জনগন, বিশেষ করে প্রবাসীরা উপকৃত হবে বলে আমি মনে করি।",happy,train
"ভাল করে এদেরকে চিনে রাখুন আর ফেসবুকে তাদের পরিচয় / ছবি সহ শেয়ার করুন। জনগন তাদের চিনুক। হয়ত একদিন জামাত/ আই, এস অথবা হুজির লোক গলাকেটে জিহাদ করবে 😂😂😂👍🏽",surprise,train
"হানিফ জাকারিয়া ওরফে চুট্টার হুমকি দেইখা হাসি পাইলো! আরে ব্যাটা,তোর মুতু বের করে ফেলবে আমাদের সুপারম্যান ইউসুফ স্যার,ওয়েট কর খালি :v",angry,train
বাংলাদেশ টা হচ্ছে লুটের মাল ।চোরবাজ রা দেশ টি কে লুটে খাচ্ছে ।সরকার ই বড় চোর কার কাছে কি কমু।,disgust,train
"আপনার প্রতি অনেক দোয়া, আল্লাহ আপনাকে ভাল রাখুন। অন্যায়ের সাথে কোন আপোষ নয়।",happy,train
"প্রথম কথা হচ্ছে বাংলাদেশ বিমান মেলবোর্ন যায় না। বাংলাদেশ বিমানের কোন অস্ট্রেলিয়া ফ্লাইট নাই। তার উপর কলকাতা থেকে মেলবোর্ন। বাংলাদেশ বিমানের হাব হচ্ছে ঢাকা। কলকাতা থেকে ফ্লাইট চালাবে কেন?? যারা ঢাকা থেকে অস্ট্রেলিয়া যান, তারা আর যাই হোক কলকাতা যাবেন না। সো কেন জানি মনে হচ্ছে এটা ভুয়া।",fear,train
"অপ্রাসংগিক, তবুও খুব পছন্দের একটা পেইজ বলে জানতে চাচ্ছি এরকম টা হওয়ার কি কারণ থাকতে পারে, বা এরকমটা সত্য কিনা। https://www.facebook.com/photo.php?fbid=10153832472312269&set=a.10150251565832269.374678.669192268&type=3",surprise,train
আরে আজব ! চুরি করবি আর ধরলেই তোমগো হুমকি ধামকি শুরু হয়ে গেসে ? হানিফ জাকারিয়া কি কলিকাতার দাদা নাকি ? আওয়ায টা কেমন লাগে যেন ? এই চোর গুলি কে আগে ভিতর ডুকানো উচিত. গতকাল CSO মিসিল করলো আর আজকে এরা... চোরের দল ভারি হয়ে যাচ্চে ...,disgust,train
"হারাম খোরের বাচ্চা,,,,হারামের টাকা বন্ধ হয়ে যাচ্ছে শুনে মাথা খারাপ হয়ে গেছে,,,,ভয় পাইনা,,,,কিসের ভয় দেখাও,,,,? জুজুরর ভয় দেখাও,,,,? গুল্লায় যা,,,,,,",angry,train
"যদি আপনি আপনার কাজকে স্যালুট করেন , তবে আপনাকে আর কাউকে স্যালুট করতে হবে না। আল্লাহ আপনাদের মঙ্গল করুক। আপনাদের বাবা মা কে ধন্যবাদ আপনাদের মত সুসন্তান কে এই পরিত্যক্ত বাংলায় উপহার হিসেবে দেয়ার জন্য।",happy,train
আমি আপনাদের এই পেজটা নিয়মিত ভিজিট করি। আপনাদের পোস্টগুলো অত্যন্ত মনযোগ সহকারে পড়ি। পোস্টগুলো পড়ে মনে হয় আপনাদেরকে যদি অন্তত একটি বার স্যালুট করতে পারতাম মনে শান্তি পেতাম। আমার পক্ষ থেকে যদি স্যালুট গ্রহন করতেন খুশি হতাম।,happy,train
জাকারিয়া ছাগুটাকে তিনবেলা উষ্ঠানো দরকার। দুর্নীতি বিরোধী অভিযানে আগে থেকে কেন অভিহিত করা লাগবে? এই ছাগু যে দালাল আর চোর তাতে সন্দেহ নেই।,angry,train
"ইউসুফ ভাইরে দেখার ইচ্ছা এখনো পূরণ হয় নি, কবে যে দেখব :o",sad,train
মুহাম্মাদ ইউসুফ স্যার কে তো দেখলাম না! :-D,sad,train
"এন,টি,ভি আপনারা এগুলো বেশি করে প্রচার করুণ।।।",happy,train
গ্রগ্রহণ বানান টা ভুল,sad,train
নিতি বানান টা ও,sad,train
বিদেশী এয়ারলাইনস আমাদের বেলায় কেন আলাদা নিতি গ্রগ্রহণ করে আমরা কি টাকা কম দেই নাকি,surprise,train
ধন্যবাদ মিডিয়া।।।।,happy,train
"হানিফ জাকারিয়া সাহেব, আপনি কি গাধা ? কোর্ট কি আইনের বহির্ভুত কিছু করছে ?",sad,train
চুদির পলারা এখন আর চুদুর বুদুর করতে পারেনা তাই G2G চুদায় খানকির পুতরে পাইলে কানের নিচে দিতাম,angry,train
২ টা বানান ভুল Mamun Mohammad Mamun,sad,train
এন টিভির কালকে একটা পোস্ট এ কোমেন্ট করছি এয়ারপোটের একটা নিউজ করার জন্য,happy,train
ধন্যবাদ দিলেও খুবই কম বলা হয় আপনাদের জন্য।(y) (y),happy,train
অনেকদিন আপনাকে দেখার ইচ্ছে ছিল :),sad,train
আজ দুইটার সময় দেখলাম।!,happy,train
স্যার যারা হট্রগোল করেছে তারা কি শাস্তি পাওয়ার যোগ্য না?,fear,train
স্যার ওদেরকে এভাবে ছেড়ে দেওয়াটা উচিত হচ্ছেনা 😐 spot termination করে দেওয়া উচিত ছিলো বলে সাধারণ জনগণ হিসেবে মনে করি,sad,train
বাশ খাওয়া জন্য হট্রগোল করতাছে ।। এয়ারপোর্ট আর আগের এয়ারপোর্ট থাকবো না এখনও এরা সেটা বুঝতাছে না ।।,sad,train
"ঘুষ খোরের বাচ্চারা দেশটাকে এক বারে শেষ করে দিতে চাচ্ছে। এরা হলো দেশোদ্রহী।ম্যাজিস্ট্রেট স্যারকে অনেক অনেক ধন্যবাদ এবং দোয়া। মানি ব্যাগ থেকে টাকা চুরি তারা সবসময়ই করে কিন্তু বেশির ভাগ মানুষ ভয়ে কিছু বলে না। এয়ারপোর্ট এ এদের আচরণ হল গুন্ডা বা সন্ত্রাসীদের মত। এই সব লুটেরাদের কথা এক টানা ৭ দিন ধরে লিখেও শেষ করা যাবে না। তবে স্যার এদের অল্প কিছু শাস্তি হলেও দেয়া উচিত ছিল, যেটা তাদের প্রাপ্য।",angry,train
"নিউজ শেয়ার না করে আপনি লিখলে ভাল লাগে, প্লিজ যদি সময় পান নিজে লিখে পোস্ট করবেন। কারন আপনার কাজে যেমন আর্ট আছে, লিখাতো আর্ট আছে। ধন্যবাদ :)",happy,train
এই ব্যাটারে চাকুরীচ্যুত করা উচিত।।,angry,train
"স্যালুট... কিন্তু শাস্তিটা কম হয়ে গেল না!!! আর, মূল কেসের কি হল? যাত্রীর অভিযোগ (মানিব্যাগ থেকে চুরি) কি প্রমান হয়েছে? হলে নিরাপত্তা কর্মী দুজনের শাস্তি কি হল?",sad,train
"আপনার মতামত ঠিক, আমাদের মধ্যে যাদের আত্মীয়, বন্ধু, পরিচিতজন মিডিয়ায় কাজ করেন তাদেরকে এই পেইজ ও পেইজ পরিচালনকারী দেশপ্রেমিক ভাইদের তত্থ্য দিতে হবে এবং এই আন্দোলনের সাথে একাত্ম করতে হবে।",happy,train
সহমত পোষণ করছি,happy,train
আমি ও একমত।,happy,train
সহমত,happy,train
অথবা শেয়ার করতে করতে সবাই খবর গুলা ভাইরাল করে দিলে এমনিতেই তারাই আসবে,happy,train
ঠিক বলেছেন,happy,train
সহমত,happy,train
আমার মনে হয় ইলেক্ট্রনিক এবং প্রিন্ট মিডিয়াদের সাথে আপনাদের সার্বক্ষণিক একটা লিয়াজু রাখা উচিত। সমন্নিত উদ্যোগ ছাড়া বেশি দূর যাওয়া কস্ট হবে। ভেতরের খবর গুলো যত বেশি মানুষ জানবে অপরাধিরা তত বেশি ভয়ে থাকবে। wish you all the best to save us...,fear,train
"দয়া করে সতর্ক না করে সরাসরি চাকুরিচূতি করেন, যাতে করে পরবর্তীতে এধরনের অন্যায় কাজ কেও না করতে পারে। এদের জন্যই আমাদের বিমানবন্দর অরক্ষিত ছিল। আমি গতবার বাংলাদেশ থেকে আসার সময় আমার ব্যাগ থেকেও অনেক গুলো কলম চুরি হয়ে গেছিলো। আমি USA তে আর খুঁজে পাইনি।",sad,train
! দয়া করে বানান ঠিক করুন Babul Akter,angry,train
দয়া করে বানান শুদ্ধ করে পড়ুন @ বাংলা বানান ঠিক ওয়ালা,angry,train
বানান ভুল কিন্তু সাংঘাতিক বিষয়। ভুল বানান এর কারনে কোন অর্থ কোন জায়গায় গিয়ে লাগবে টের ই পাবেন না। বানান শুদ্ধ করার অভ্যাস গড়ে তুলুন ভাই,sad,train
"বাংলা বানান ভাউ, আপনে দয়া কইরা অন্য যায়গায় যান। প্লিজ বুরিক্ত কইরেন না।।",disgust,train
আমি অনেক ব্যাস্ততার মাঝেও আজকের পুরো বিচার কার্যোক্রমের অপেক্ষায় ছিলাম । আলহামদুলিল্লাহ আমি আপনার বিচার ব্যাবস্থা তথা সাহসের প্রসংসা করছি একই সাথে মহান আল্লাহ্‌ রাব্বুল আলামীনের কাছে প্রার্থনাকরি যেনো আপনার এবং আপনার পরিবার বরগোকে হেফাজোত করেন । ( আমীন ),happy,train
"অপরাধীদের আশ্রয় দাতা ওই প্রধান নিরাপত্তা কর্মকর্তার সতর্কে খুশি হতে পারলাম না। অন্তত ১ মাস জেল দেয়া যেতো। তার দুইটি অপরাধ, আর্চওয়েতে কর্মরত নিরাপত্তা কর্মীদের আদালতে নাপাঠানো এবং কর্মীদের উস্কানি দিয়ে আদালতের বিরুদ্ধে বিক্ষোভ প্রদর্শন। শুধু চুরির দায়ে যদি কারো দন্ড হয় এবং চাকরি যায়, তাহলে কি প্রধান নিরাপত্তা কর্মকর্তার বড় কোনো দন্ড হওয়া উচিত ছিল না ?",surprise,train
বানান ঠিক করুন ..২টা বানান ভুল,disgust,train
"ধন্যবাদ মিঃ বাংলা বানান..... ওকে মিঃ মোবাইলে টাইপ করা, তাই বাংলা একটু ভুল হয়.....",sad,train
ধন্যবাদ,happy,train
সমস্যা কি? নিজেকে খুব পন্ডিত মনে করেন #বানান,disgust,train
:) :P :) কম পানির মাছ লাপায় বেশি.....,angry,train
#বাংলা বানান ঠিক করে লিখুন# মশাই..... বানান তিনটা ভুল ছিল। ভুল সঠিকভাবে ধরতে না পারলে না ধরাটাই উত্তম না ???,sad,train
"চোরের দশ দিন,,আর গৃহস্তের একদিন,, আল্লাহ আপনাদের সহায় হোক,,, আমরা প্রবাসীরা এয়ারপোর্ট এর ইমিগ্রেশন ও কর্মকর্তাদের কাছে সুন্দর ব্যাবহার চাই... জানওয়ার গুলা কুকুরের মতো আচরন করে,,, স্যার আপনাকে ধন্যবাদ সত্যের সাথে লড়াই করার জন্য ।আমি আপনার জন্য দোয়া করি।",angry,train
"মাননীয় আদালতের সাহসী পদক্ষেপের জন্য লাখো স্যালুট। ধন্য আপনার জনক জননী। কুকুরের হাজার বাচ্চার চেয়ে বাঘের একটাই শ্রেয়।সবিনয়পূর্বক একটি প্রশ্ন,যাত্রীর মানিব্যাগ এর টাকার ব্যাপারে কি হলো জানাবেন প্লিজ। আল্লাহ আপনাদের সহায় হোক প্রতিটা মুহূর্ত। ধন্যবাদ",happy,train
"এতদিন জানতাম ঝিকে মেরে বৌকে শেখানো, বৌতো কিছুই শিখে নাই দেখা যায়। স্যারদ্বয় সমীপে, আপনারা আমাদের আশার বাতিঘর। আপনারা নিজেও জানেন না কত শত যুবক যুবতীর অন্তর আলোকিত করছেন আপনারা। বাংলাদেশে অনুসরনীয় কেউ থাকলে আপনারাই আছেন। শুভকামনা।",happy,train
"আমি ভেবেছিলাম আমাদের একজন মাননীয় মন্ত্রী আছেন , আছে বিবেকের কন্ঠস্বর খবরের কাগজ রা ও । আছে High Court . এবং অন্যান্য মহাশকতিশালী তাদের কার ও কি এয়ারপোরট এর মত সংবেদনশীল স্থানে Demonstration এবং বিশৃংখলা করার জন্য কিছু করনীয় নাই !",happy,train
নির্বাহী ম্যাজিস্ট্রেট ইউসুফ স্যার যেন লাদেন কতৃক ট্রেনিং প্রাপ্ত! মরব তবুও নরবনা। এমন হাজার ও ইউসুফ এর জন্ম হউক ’’’’’’“ তবেই বাংলাদেশ এগিয়ে যাবে। অনেক শুভ কামনা । ।,happy,train
"মাজিস্ট্রেট সাহেব ঐ নিরাপত্তা প্রধানের দুদুক দিয়ে তদন্ত করুন উনি কোথায় থাকে, উনার ছেলে-মেয়েরা কোথায় পড়াশুনা করছে আর তার জীবনযাত্রার মান যদি তদন্ত করেন আরও থলের বিড়াল বের হবে। সুতরাং ওদের ভয় না পেয়ে সাহস করে টুটি চেপে ধরেন দেখবেন ওরা ঝুকে গেছে।",fear,train
"কিছু দিন আগে (৩০ মার্চ মধ্য রাতে) মালিন্দো এয়ারে করে কুয়ালালাম পুর যাচ্ছিলাম।শেষ মুহূর্তে এক মহিলা (সিকিউরিটির পোষাক পরিহিত)এমন জগন্য,অভব্যও অশালীন আচরন করলেন যা ভাষায় বর্ননা করা যায় না।ঐ টিমের এক জন নিন্ম পদস্হ কর্মচারী আমাকে বললো স্যার বিমান ছেড়ে দিচ্ছে আপনি চলে যান,কুকুরের কাজ কুকুরে করেছে,আপনি তো তেমন না,বিমান ধরেন গিয়ে।ঐ রকম মহিলা( নাকি দানবী?) কি করে এমন গুরুত্ব পূর্ন জায়গাশ কাজ করে ভেবে অবাক হই।এয়ারপোর্ট ম্যাজিস্ট্রেটদের অনেক প্রশংসা শুনেছি।এ ব্যাপারে তাদের দৃষ্টি আকর্ষন করছি এ",disgust,train
যাত্রীর টাকার ব্যাপারটা কি হলো?? অভিযুক্তদের শাস্তি কি হলো জানতে চাই স্যার। শোনবো জানি তবে তারাতারি মন শোনতে চায়........,sad,train
দেশের বাহির থেকে আসার সময় লাগেজ নেওয়ার পরে যে চেকিং হয় সেখানের ভদ্র লোক গুলো কে আর একটু ভদ্রতা শিখতে বলবেন প্লিজ,sad,train
"শুধু নিরাপওা কর্মকর্তা কেন each and everybody চোর এখানে ! বিমানবন্দর নিয়ে যেমন চোরদের সিন্ডিকেট আছে তেমনি বিমানকে নিয়েও ডাকাতদের সিন্ডিকেট বহুদিন ধরে চলছে, শুধু মাঝেমধ্যে লোক দেখানো দুইচারটা চোর পুলিশ খেলাচলে। বিমানের নামে স্বাধীনতার পরথেকে যে টাকা লোকশান দেয়া হয়েছে তা একসাথে করলে এরকম দশটা বিমান বন্দর বানানো যেত !?বাংলাদেশ বিমান একটা হরীলুটের জায়গা দেখার কেউ নেই, থাকলেও তারমুখ যেকোন ভাবে বন্ধকরে দেয়া হয়।",sad,train
"মোবাইল কোর্টকে অসহযোগিতা ও কার্যক্রম পরিচালনায় প্রতিবন্ধকতা সৃষ্টির জন্য ""চোরের সরদার (প্রধান নিরাপত্তা কর্মকর্তা)""-কে শুধুই সতর্ক করে ছেড়ে দিলেন !! দিরহাম এবং টাকা চোরেরা কি পার পেয়ে গেল ?",surprise,train
কত্ত বড় সাহস! আদালতে হাজির না হয়ে নিরাপত্তা রক্ষীদের নিয়ে আন্দোলন করে! নিশ্চিত ঐ খোয়া যাওয়া টাকায় এই চোর ডিএসও-সিএসও এর ভাগ ছিল। শালা চোরের মার বড় গলা! প্রশ্ন হচ্ছে ঐ যাত্রী কি তার চুরি যাওয়া টাকা ফেরত পেয়েছে?,angry,train
"এইসব বড় বড় চোরদের আন্দোলনকে পাত্তা দিবেননা, বিশ্বাস করেন যাদের কারনে দেশের এই অর্থনিতি চাকা ঘুরছে সেই প্রবাসীরা আপনার সাথে আছে.",happy,train
মনে হচ্ছে CSO অনেক বড় জ্যাক ওয়ালা। তাই এমন শাস্তিতে খুশী হতে পারলাম না। তাকে সাসপেন্ড বা জেল- জরিমানা হওয়া উচিত ছিল। কারন তার বহু নক্কারজনক ঘটনার সাক্ষী এই এয়ারপোর্ট। কমপক্ষে তার Instant transfer আশা করেছিলাম। সাথে মুচলেকা ভবিষ্যতে এমন ঘটলে সরাসরি Fired frm Job.,sad,train
আশা করছি নির্বাহী ম্যাজিস্ট্রেট মুহাম্মদ ইউসুফ সহ তাঁর টিম শুধু আমাদের বিমানবন্দর কেই শুধু জঞ্জাল মুক্ত করবেন না। পরবর্তীতে যেন তাদের এই পরিশ্রম কেউ নষ্ট না করতে পারে সেই জন্য বেশকিছু যোগ্য উত্তরশুরি তৈরী করে যাবেন।,happy,train
সাহসিকতার সাথে পরিস্থিতি মোকাবেলার জন্য ধন্যবাদ। তবে এটা কি মোবাইল কোর্টের বিচার হল? কোন অপরাধীরই তো সাজা হয়নি। শুধু গর্জণই হল বর্ষণ আর হলনা।,happy,train
এই গুলারে জবাই কইরা ওর রক্ত দিয়া গোসল করাইয়া করব দিত ইচ্ছে করতেছে। কত কস্টের টাকা ওরা বাটপাড়ি কইরা রেখে দেয়। এয়ারপোর্ট এ সকল ধান্ধাবাজী অবিলম্বে বন্ধ করা উচিৎ। প্রবাসীদের যথাযথ সঠিক সেবা দিতে না পারলে অচিরেই দেশ বিপুল পরিমান রেমিটেন্স হারাবে।,angry,train
সুন্দর চেহারার নয়-সুন্দর মনের কিছু ভালো বন্ধু চাই! যারা বন্ধু হতে চাও এড করো,happy,train
"এদের ছবি দিবেন না? খুব দেখতে ইচ্ছে করতেসে চেহারাগুলো, এগুলাই হইতেসে আসল দুর্নীতির আখড়া। জানি আপনার অনেক বাধ্যবাধকতা আছে... এভাবেই চালায় যান।",disgust,train
"এই সিএস ও র দরকার নাই,,,অনতিবিলম্ব এ এরকম করাপ্টেড অফিসার দের ছাটাই করে দেয়া উচিত,,,সাথে সাথে এই হারামীদের চাঁদমুখ খানা মিডিয়ায়য় প্রকাশের অনুরোধ করছি",angry,train
সর্বোচ্চ সাজা সতর্কতা! এমন ঠুনকো বিচার কোন বিবেকবান মানুষের কাছে গ্রহণযোগ্য হতে পারে না। ম্যাজিস্ট্রেটের সাহসিকতার জন্য ধন্যবাদ।,sad,train
যেগুলো দূর্নিতীর পক্ষে আন্দোলন করেছে তাদের কে ক্রমান্বয়ে বদলী করা উচিত।,happy,train
"অন্য কোন দেশের ইয়ারপোটের ব্যাপারে আজও কোন কথা শুনি নাই,, খালী আমার দেশের ইয়ার পোটের বদনাম শুনি,,",sad,train
শুধুই সতর্ক !! শুয়োরগুলাকেে তাদের প্রিয় খাদ্য খাওয়ানোর জন্য টাট্টিখানায় চুবানো হলে শান্তি পাইতাম।,angry,train
দয়া করে কি বলতে পারেন কেউ যদি বিদেশ থেকে কোন উপহার পাঠায় তাহলে ১০০% vat/tax কেন,angry,train
আমরা প্রবাসীরা এই উদ্যোগ কে স্বাগত জানাই। চূর বাটপারদের টিকানা যাতে এই বাংলাদেসে না হয়। সেই শুরুটা হউক এয়ারপট তেকে......।,happy,train
"ওই যাত্রীর খোয়া যাওয়া দিরহাম ও টাকার কি হল? সতর্ক কেন, আদালত হাজির হওয়ার নির্দেশ অমান্য করার দায়ে তাকে কেন জেল দেওয়া হলনা?",surprise,train
স্যার চোরেরা কি তাদের অভ্যাস পরিবর্তন করতে পারে?এদেরকে সোজা বাড়িতে বৌয়ের কাছে পাঠিয়ে দিবেন।আপনারাই পারবেন ইনশাল্লাহ,happy,train
আপনার অবগতির জন্য একটি বিষয় জানাইতেছি এয়ারপোট এ সিভিল এভিউষনের একটি লাগেজ পেকেইজ কাউন্টার আছে ঐ কাউন্টার এ দৈনিক কয়েক হাজার টাকা চুরি হইতেছে। ১টি লাগেজ পেকেজ করতে ৩০০ টাকা সরকার কত্ক ধায্য বিনিময়ে ৩০০টাকার রিসিট দেওয়া হয়। টাকা নিয়ে কোন রিসিট দেওয়া হয় না। রিসিট ছাড়া যে টাকা নেওয়া হচ্ছে ঐ টাকা গুলা হয়তো যে ব্যাকতি কাজ করতেছে সে একা হজম করছে নতুবা উধ্বর্তন কত্পক্ষ সহ সরকারের টাকা লোপাট হচ্ছে বিষয়টি একটু নজর দিবেন দয়া করে। আমি ৩ ঘন্টা বসে ছিলাম ঐ কাউন্টার এর পাশে আর লোট পাট এর দ্শ্য অবাক হয়ে দেখলাম।,sad,train
পাকিদের বুলেটের সামনে মাথা উঁচু করে দাড়িয়ে স্বাধীনতার কথা বলেছিল আমাদের বীর বাঙ্গালীরা....তাদের মহান আত্মত্যাগে আজ আমরা স্বাধীন দেশের নাগরিক.......সেইসব বীরের শক্তি ও সাহসকে পূঁজি করে এগিয়ে যান.....অনেক অনেক ধন্যবাদ আপনাকে.....আমরা আছি আপনার সাথে....আমরা আছি ম্যাজিষ্ট্রেট অল এয়ারপোর্টর সা্থে.....,happy,train
"অমানুষের বাচ্ছা গুলু কে চাকরি নট করে দেন,,কি এমন সাহস আন্দলোন করে,,শালা চুরের দল,,এগুলুরে পিটায় চামড়া তুলে নিতে হবে,,জনতার হাতে ছেড়ে দিন এসব চোর গুলুকে,,",angry,train
খুব বেশি দরকার নাই only ৩০ জন ইউসুফ good enough বাংলাদেশ কে দুর্নীতি মুক্ত করার জন্য । hats off you sir.....keep it up.one day i will join with you.,happy,train
একা আপনার পক্ষে এ পশু গুলোকে সম্বপর হবে মনে হয় না। তবে আপনার বিভিন্ন পদক্ষেপ এর জন্য আপনি ধন্যবাদ পাওয়ার যোগ্য ।দয়া করে একটু ত্যাগ স্বীকার করে এয়ার পোট এ যাএী হয়রানি বনদ করেন আপনি পারবেন শাস্তি সহ যথাযত ব্যাস্তা নিতেন। আপনাকে অশেষ ধন্যবাদ,happy,train
"স্যার, যদি দোষী সাব্যস্ত হয় তাহলে কেবলমাত্র সতর্কতা কেন? আমরা চাই এই সব লুটেরা দের দৃষ্টান্ত মুলক শাস্তি?",angry,train
আমি এই মানুষ টার বিষয় এ যতই পড়ছি ততই তার প্রতি আমার শ্রদ্ধা বাড়ছে। ততই তাকে দেখতে ইচ্ছা করছে যে এমন মানুষ এখন ও আছে। আপনাকে হাজার সালাম জানাই ভাই। আপনি বেচে থাকবেন হাজার ও মানুষ এর অন্তর এ। আপনার জন্নে হাজার ও মানুষ দোআ করবে.......may ALLAH with you vai jaan,happy,train
ভূত হবে,angry,train
ভুত সর্ষের ভেতরে।চেষ্টা করছেন।চালিয়ে যান।আমরা অন্তত একটা জায়গা পেলাম।একটা প্রতিষ্ঠান পেলাম।সবতো নষ্টদের অধিকারে গেল!,surprise,train
৫ টা বানান ভুল,disgust,train
"ভাইরে গালির মধ্যে আঞ্চলিকতার টান থাকবোনা তাকি হয়?এইটাও আপনি ধরে ফেলছেন,যামু কই।তবে আপনাকে ধন্যবাদ,বাংলা হগলে কয় কিন্তু শুদ্ধ সুন্দর সুইট বাংলা কয়জনে পারে।ধন্যবাদ",happy,train
ধন্যবাদ আপনাকেও ।,happy,train
কুইত্তার বাচ্চার সাহস কতো?ওয় চুরি করছে আবার দল ভাড়ি কইরা প্রশাসনের বিরুদ্ধে স্লোগান দেয়।ওরে বাইরায়া বিমানবন্দরের সামনে রোদের মধ্যে চিৎ কইরা ফালায়া রাখা দরকার।,angry,train
Good work. Love it. যাত্রী কি তার টাকা ফেরত পাবেন ?,surprise,train
সেই নিরাপত্তা রক্ষির কি হল যে টাকা চুরি করেছিল?????,surprise,train
"স্যার।সুদু এ টুকুই বলবো।""থাকবো ন্যার এর সংগে""",happy,train
সিএসও কে বরখাস্ত করা হোক।তিনি বিমানবন্দরে রাজনীতি শুরু করেছেন।,angry,train
কিন্তু সেই টাকার কি হলো?,surprise,train
দিরহাম অার টাকার কি হল?,surprise,train
বিচার করা হউক এই পেইজ এবং স্যারের সাথে আছি।,happy,train
"যার টাকা এবং দিরহাম বেহাত হয়েছিল, সে কিভাবে ক্ষতিপূরণ পাবে ?",disgust,train
"আমাদের আরমড পুলিশ ভাইদেরও সাথে রাখেন, পিটাইয়া পাছা লাল করে ফেলবে। তারাও আপনাদের সাথে ভাল কাজে সায় দিচ্ছে।",angry,train
জানতে চাই যারা হ্ট্টগোল করেছে তাদের কী করা হল,angry,train
দিরহাম ও টাকার কি হলো? দয়া করে জানাবেন।,surprise,train
জনাব যারা comments করছেন ঘটনা সঠিক ভাবে জেনে করুন ।,angry,train
"স্যার , মুল যারা অভিযুক্ত তাদের ব্যাপারে কি সিদ্ধান্ত নিলেন ?",happy,train
অনেক অনেক শুভেচ্ছা এবং ধন্যবাদ আপনাকে,happy,train
শুধু বলবার আছে এটুকু যে --- ধন্যবাদ । সতর্ক থাকবেন ।,happy,train
"আপনি এগিয়ে যান এই দোয়াই করছি,",happy,train
সাদ্দামের কথা মনে পরে গেল।,surprise,train
"বাহ বাহ বাহ, প্রধান নিরাপত্তা কর্মকর্তা!!! এইদেশে পদে পদে শর্ষের মধ্যে ভুত....",surprise,train
ঐ লোকের টাকার কি খবর?,surprise,train
"আমাদের বিমান মন্ত্রি ঘুমায় নাকি, তিনি কোথায়।",angry,train
